city,state,total_rows,pass_i1,pass_i3,pass_i4,ready,meets_threshold,pages_unlocked,filters
"Lexington",MA,3,3,3,3,3,true,5,"public"
"Malden",MA,3,3,3,3,3,true,5,"public"
"Melrose",MA,3,3,3,3,3,true,5,"public"
"Nantucket",MA,3,3,3,3,3,true,5,"public"
"New Bedford",MA,3,3,3,3,3,true,5,"outdoor"
"North Andover",MA,3,3,3,3,3,true,5,"indoor"
"Sturbridge",MA,3,3,3,3,3,true,5,"public"
"Wellesley",MA,3,3,3,3,3,true,5,"public"
"Wenham",MA,3,3,3,3,3,true,5,"public"
"Westborough",MA,3,3,3,3,3,true,5,"public"
"Arnold",MD,3,3,3,3,3,true,5,"public"
"Cumberland",MD,3,3,3,3,3,true,5,"outdoor"
"Germantown",MD,3,3,3,3,3,true,5,"indoor"
"Wheaton",MD,3,3,3,3,3,true,5,"public"
"Calais",ME,3,3,3,3,3,true,5,"public"
"Orono",ME,3,3,3,3,3,true,5,"outdoor"
"Presque Isle",ME,3,3,3,3,3,true,5,"public"
"Wells",ME,3,3,3,3,3,true,5,"public"
"Bad Axe",MI,3,3,3,3,3,true,5,"public"
"Bay City",MI,3,3,3,3,3,true,5,"public"
"Belleville",MI,3,3,3,3,3,true,5,"public"
"Ionia",MI,3,3,3,3,3,true,5,"public"
"Lake Ann",MI,3,3,3,3,3,true,5,"public"
"Manistee",MI,3,3,3,3,3,true,5,"public"
"Marshall",MI,3,3,3,3,3,true,5,"public"
"Pentwater",MI,3,3,3,3,3,true,5,"outdoor"
"Riverview",MI,3,3,3,3,3,true,5,"public"
"Swartz Creek",MI,3,3,3,3,3,true,5,"public"
"Anoka",MN,3,3,3,3,3,true,5,"public"
"Glenwood",MN,3,3,3,3,3,true,5,"public"
"Luverne",MN,3,3,3,3,3,true,5,"public"
"McGregor",MN,3,3,3,3,3,true,5,"public"
"Northfield",MN,3,3,3,3,3,true,5,"public"
"Owatonna",MN,3,3,3,3,3,true,5,"public"
"Park Rapids",MN,3,3,3,3,3,true,5,"public"
"Pine City",MN,3,3,3,3,3,true,5,"public"
"Pine Island",MN,3,3,3,3,3,true,5,"outdoor"
"Sartell",MN,4,3,4,4,3,true,5,"public"
"Winona",MN,3,3,3,3,3,true,5,"indoor"
"Crestwood",MO,4,3,4,4,3,true,5,"public"
"Fenton",MO,3,3,3,3,3,true,5,"public"
"Republic",MO,3,3,3,3,3,true,5,"public"
"Rolla",MO,4,3,4,4,3,true,5,"public"
"Tupelo",MS,6,3,6,6,3,true,5,"public"
"Bozeman",MT,4,4,3,4,3,true,5,"outdoor"
"Polson",MT,3,3,3,3,3,true,5,"outdoor"
"Stevensville",MT,3,3,3,3,3,true,5,"outdoor"
"Albemarle",NC,3,3,3,3,3,true,5,"indoor"
"Columbus",NC,3,3,3,3,3,true,5,"indoor"
"Davidson",NC,3,3,3,3,3,true,5,"outdoor"
"Garner",NC,3,3,3,3,3,true,5,"indoor"
"Havelock",NC,3,3,3,3,3,true,5,"public"
"Hickory",NC,4,4,3,4,3,true,5,"public"
"Hillsborough",NC,3,3,3,3,3,true,5,"public"
"Indian Trail",NC,4,4,3,4,3,true,5,"lights"
"Jacksonville",NC,3,3,3,3,3,true,5,"lights"
"Kill Devil Hills",NC,3,3,3,3,3,true,5,"lights"
"Lexington",NC,3,3,3,3,3,true,5,"public"
"Marion",NC,3,3,3,3,3,true,5,"lights"
"Matthews",NC,3,3,3,3,3,true,5,"lights"
"Mocksville",NC,3,3,3,3,3,true,5,"indoor"
"Morrisville",NC,3,3,3,3,3,true,5,"lights"
"Reidsville",NC,4,3,4,4,3,true,5,"public"
"Roanoke Rapids",NC,3,3,3,3,3,true,5,"public"
"Rocky Mount",NC,3,3,3,3,3,true,5,"public"
"Taylorsville",NC,3,3,3,3,3,true,5,"public"
"Waxhaw",NC,3,3,3,3,3,true,5,"outdoor"
"West Fargo",ND,3,3,3,3,3,true,5,"public"
"Crofton",NE,4,3,4,4,3,true,5,"public"
"Elkhorn",NE,5,4,4,5,3,true,5,"public"
"Jackson",NE,3,3,3,3,3,true,5,"public"
"Kearney",NE,4,4,3,4,3,true,5,"public"
"Norfolk",NE,3,3,3,3,3,true,5,"lights"
"North Platte",NE,6,3,6,6,3,true,5,"indoor"
"Alton",NH,3,3,3,3,3,true,5,"public"
"Goffstown",NH,3,3,3,3,3,true,5,"public"
"Hillsboro",NH,3,3,3,3,3,true,5,"public"
"Hillsborough",NJ,3,3,3,3,3,true,5,"indoor"
"Whippany",NJ,3,3,3,3,3,true,5,"public"
"Gallup",NM,3,3,3,3,3,true,5,"outdoor"
"Gardnerville",NV,3,3,3,3,3,true,5,"public"
"Caledonia",NY,3,3,3,3,3,true,5,"public"
"Canandaigua",NY,3,3,3,3,3,true,5,"public"
"Clifton Park",NY,4,4,3,4,3,true,5,"public"
"Cottekill",NY,3,3,3,3,3,true,5,"public"
"Endicott",NY,3,3,3,3,3,true,5,"outdoor"
"Fairport",NY,3,3,3,3,3,true,5,"public"
"Ghent",NY,3,3,3,3,3,true,5,"public"
"Hornell",NY,3,3,3,3,3,true,5,"lights"
"Huntington",NY,3,3,3,3,3,true,5,"public"
"Lake Grove",NY,3,3,3,3,3,true,5,"outdoor"
"Manhattan",NY,3,3,3,3,3,true,5,"lights"
"Oswego",NY,3,3,3,3,3,true,5,"public"
"Rome",NY,3,3,3,3,3,true,5,"public"
"Saranac",NY,3,3,3,3,3,true,5,"public"
"Skaneateles",NY,3,3,3,3,3,true,5,"public"
"Stanfordville",NY,3,3,3,3,3,true,5,"public"
"West Hempstead",NY,3,3,3,3,3,true,5,"public"
"Westbury",NY,4,4,3,4,3,true,5,"indoor"
"Westhampton",NY,3,3,3,3,3,true,5,"outdoor"
"Ashtabula",OH,3,3,3,3,3,true,5,"public"
"Bay Village",OH,3,3,3,3,3,true,5,"public"
"Broadview Heights",OH,5,5,3,5,3,true,5,"outdoor"
"Mayfield Heights",OH,3,3,3,3,3,true,5,"lights"
"North Royalton",OH,3,3,3,3,3,true,5,"lights"
"Seven Hills",OH,3,3,3,3,3,true,5,"public"
"Westlake",OH,4,4,3,4,3,true,5,"lights"
"Worthington",OH,3,3,3,3,3,true,5,"lights"
"Central Point",OR,3,3,3,3,3,true,5,"public"
"Coos Bay",OR,3,3,3,3,3,true,5,"public"
"Coquille",OR,3,3,3,3,3,true,5,"public"
"Lincoln City",OR,3,3,3,3,3,true,5,"public"
"Monmouth",OR,3,3,3,3,3,true,5,"public"
"Nehalem",OR,3,3,3,3,3,true,5,"public"
"Newport",OR,3,3,3,3,3,true,5,"public"
"Roseburg",OR,4,4,3,4,3,true,5,"indoor"
"Altoona",PA,4,3,4,4,3,true,5,"lights"
"Corry",PA,3,3,3,3,3,true,5,"public"
"DuBois",PA,3,3,3,3,3,true,5,"lights"
"Exton",PA,3,3,3,3,3,true,5,"outdoor"
"Greensburg",PA,3,3,3,3,3,true,5,"indoor"
"Johnstown",PA,3,3,3,3,3,true,5,"public"
"King Of Prussia",PA,3,3,3,3,3,true,5,"indoor"
"Media",PA,3,3,3,3,3,true,5,"outdoor"
"Milton",PA,3,3,3,3,3,true,5,"public"
"Nazareth",PA,3,3,3,3,3,true,5,"public"
"New Kensington",PA,3,3,3,3,3,true,5,"public"
"Quakertown",PA,3,3,3,3,3,true,5,"public"
"Barrington",RI,4,4,3,4,3,true,5,"public"
"East Providence",RI,3,3,3,3,3,true,5,"public"
"Providence",RI,3,3,3,3,3,true,5,"outdoor"
"South Kingstown",RI,3,3,3,3,3,true,5,"public"
"Camden",SC,3,3,3,3,3,true,5,"public"
"Goose Creek",SC,3,3,3,3,3,true,5,"indoor"
"Greenwood",SC,3,3,3,3,3,true,5,"public"
"Greer",SC,3,3,3,3,3,true,5,"public"
"Hardeeville",SC,3,3,3,3,3,true,5,"outdoor"
"Mitchell",SD,3,3,3,3,3,true,5,"public"
"Columbia",TN,5,4,4,5,3,true,5,"public"
"Elizabethton",TN,3,3,3,3,3,true,5,"public"
"Milan",TN,3,3,3,3,3,true,5,"public"
"Mt Juliet",TN,3,3,3,3,3,true,5,"public"
"Addison",TX,3,3,3,3,3,true,5,"outdoor"
"Aledo",TX,3,3,3,3,3,true,5,"public"
"Brownwood",TX,3,3,3,3,3,true,5,"public"
"Burnet",TX,3,3,3,3,3,true,5,"public"
"Friendswood",TX,3,3,3,3,3,true,5,"outdoor"
"Harker Heights",TX,3,3,3,3,3,true,5,"indoor"
"Humble",TX,4,4,3,4,3,true,5,"indoor"
"Live Oak",TX,3,3,3,3,3,true,5,"public"
"Marble Falls",TX,3,3,3,3,3,true,5,"public"
"Mission",TX,3,3,3,3,3,true,5,"public"
"Highland",UT,3,3,3,3,3,true,5,"indoor"
"Moab",UT,3,3,3,3,3,true,5,"outdoor"
"West Jordan",UT,3,3,3,3,3,true,5,"public"
"Chantilly",VA,8,8,3,8,3,true,5,"public"
"Dumfries",VA,5,5,3,5,3,true,5,"outdoor"
"Forest",VA,3,3,3,3,3,true,5,"outdoor"
"Lorton",VA,3,3,3,3,3,true,5,"public"
"Pittsford",VT,3,3,3,3,3,true,5,"public"
"Wilmington",VT,4,4,3,4,3,true,5,"public"
"Blaine",WA,3,3,3,3,3,true,5,"outdoor"
"Federal Way",WA,4,4,3,4,3,true,5,"public"
"Pasco",WA,3,3,3,3,3,true,5,"indoor"
"Port Ludlow",WA,3,3,3,3,3,true,5,"outdoor"
"Winthrop",WA,3,3,3,3,3,true,5,"public"
"Altoona",WI,3,3,3,3,3,true,5,"public"
"Crandon",WI,3,3,3,3,3,true,5,"public"
"Frederic",WI,3,3,3,3,3,true,5,"public"
"Hartford",WI,3,3,3,3,3,true,5,"public"
"Hartland",WI,3,3,3,3,3,true,5,"public"
"Menomonie",WI,4,4,3,4,3,true,5,"public"
"Oconomowoc",WI,4,4,3,4,3,true,5,"public"
"Prescott",WI,3,3,3,3,3,true,5,"public"
"Sheboygan Falls",WI,3,3,3,3,3,true,5,"public"
"Shell Lake",WI,3,3,3,3,3,true,5,"public"
"Stoughton",WI,3,3,3,3,3,true,5,"public"
"Sussex",WI,3,3,3,3,3,true,5,"public"
"Tomahawk",WI,3,3,3,3,3,true,5,"public"
"Webster",WI,4,4,3,4,3,true,5,"public"
"Wisconsin Dells",WI,3,3,3,3,3,true,5,"public"
"Martinsburg",WV,3,3,3,3,3,true,5,"public"
"Vienna",WV,3,3,3,3,3,true,5,"public"
"Gillette",WY,3,3,3,3,3,true,5,"public"
"Wasilla",AK,4,4,3,4,3,true,4,""
"Bentonville",AR,4,3,4,4,3,true,4,""
"Hot Springs Village",AR,4,3,4,4,3,true,4,""
"Springdale",AR,3,3,3,3,3,true,4,""
"Florence",AZ,3,3,3,3,3,true,4,""
"Benicia",CA,3,3,3,3,3,true,4,""
"Cathedral City",CA,3,3,3,3,3,true,4,""
"Chico",CA,4,3,4,4,3,true,4,""
"La Jolla",CA,4,4,3,4,3,true,4,""
"Laguna Niguel",CA,4,3,4,4,3,true,4,""
"Lakeside",CA,3,3,3,3,3,true,4,""
"Merced",CA,3,3,3,3,3,true,4,""
"Pleasanton",CA,3,3,3,3,3,true,4,""
"San Rafael",CA,4,4,3,4,3,true,4,""
"Sunnyvale",CA,3,3,3,3,3,true,4,""
"Tarzana",CA,3,3,3,3,3,true,4,""
"Tehachapi",CA,3,3,3,3,3,true,4,""
"Ukiah",CA,3,3,3,3,3,true,4,""
"Broomfield",CO,4,4,3,4,3,true,4,""
"Buena Vista",CO,3,3,3,3,3,true,4,""
"Eaton",CO,3,3,3,3,3,true,4,""
"Johnstown",CO,3,3,3,3,3,true,4,""
"La Veta",CO,3,3,3,3,3,true,4,""
"Louisville",CO,3,3,3,3,3,true,4,""
"Vail",CO,3,3,3,3,3,true,4,""
"New Canaan",CT,3,3,3,3,3,true,4,""
"New Milford",CT,3,3,3,3,3,true,4,""
"Dover",DE,3,3,3,3,3,true,4,""
"Davenport",FL,3,3,3,3,3,true,4,""
"Deerfield Beach",FL,3,3,3,3,3,true,4,""
"Madison",FL,3,3,3,3,3,true,4,""
"Parkland",FL,3,3,3,3,3,true,4,""
"Ponte Vedra Beach",FL,3,3,3,3,3,true,4,""
"Port Charlotte",FL,3,3,3,3,3,true,4,""
"Spring Hill",FL,3,3,3,3,3,true,4,""
"Sunrise",FL,3,3,3,3,3,true,4,""
"Tarpon Springs",FL,3,3,3,3,3,true,4,""
"Titusville",FL,3,3,3,3,3,true,4,""
"Albany",GA,3,3,3,3,3,true,4,""
"Austell",GA,3,3,3,3,3,true,4,""
"Dublin",GA,3,3,3,3,3,true,4,""
"Johns Creek",GA,3,3,3,3,3,true,4,""
"Kennesaw",GA,3,3,3,3,3,true,4,""
"Mableton",GA,3,3,3,3,3,true,4,""
"Sugar Hill",GA,3,3,3,3,3,true,4,""
"Atlantic",IA,4,3,4,4,3,true,4,""
"Cresco",IA,3,3,3,3,3,true,4,""
"Keokuk",IA,3,3,3,3,3,true,4,""
"Marion",IA,3,3,3,3,3,true,4,""
"Sioux Center",IA,3,3,3,3,3,true,4,""
"Ketchum",ID,3,3,3,3,3,true,4,""
"Algonquin",IL,3,3,3,3,3,true,4,""
"Des Plaines",IL,3,3,3,3,3,true,4,""
"East Peoria",IL,3,3,3,3,3,true,4,""
"Glen Ellyn",IL,3,3,3,3,3,true,4,""
"Hinsdale",IL,3,3,3,3,3,true,4,""
"Hoffman Estates",IL,3,3,3,3,3,true,4,""
"Huntley",IL,3,3,3,3,3,true,4,""
"Jacksonville",IL,3,3,3,3,3,true,4,""
"Mundelein",IL,4,3,4,4,3,true,4,""
"Oak Brook",IL,3,3,3,3,3,true,4,""
"Park Ridge",IL,4,3,4,4,3,true,4,""
"Sterling",IL,3,3,3,3,3,true,4,""
"Sycamore",IL,3,3,3,3,3,true,4,""
"Danville",IN,3,3,3,3,3,true,4,""
"Hobart",IN,3,3,3,3,3,true,4,""
"Lafayette",IN,3,3,3,3,3,true,4,""
"Lebanon",IN,4,3,4,4,3,true,4,""
"Derby",KS,3,3,3,3,3,true,4,""
"Emporia",KS,3,3,3,3,3,true,4,""
"Shawnee",KS,3,3,3,3,3,true,4,""
"Ashland",KY,3,3,3,3,3,true,4,""
"Henderson",KY,3,3,3,3,3,true,4,""
"Brookline",MA,3,3,3,3,3,true,4,""
"Holyoke",MA,3,3,3,3,3,true,4,""
"North Easton",MA,3,3,3,3,3,true,4,""
"Shelburne Falls",MA,3,3,3,3,3,true,4,""
"Upton",MA,3,3,3,3,3,true,4,""
"Waltham",MA,3,3,3,3,3,true,4,""
"Wayland",MA,3,3,3,3,3,true,4,""
"West Boylston",MA,3,3,3,3,3,true,4,""
"Glen Burnie",MD,3,3,3,3,3,true,4,""
"Montgomery Village",MD,3,3,3,3,3,true,4,""
"Pocomoke",MD,3,3,3,3,3,true,4,""
"Severna Park",MD,3,3,3,3,3,true,4,""
"Westminster",MD,3,3,3,3,3,true,4,""
"Bethel",ME,3,3,3,3,3,true,4,""
"Hampden",ME,3,3,3,3,3,true,4,""
"Rockport",ME,3,3,3,3,3,true,4,""
"Saco",ME,3,3,3,3,3,true,4,""
"Birmingham",MI,3,3,3,3,3,true,4,""
"Brighton",MI,3,3,3,3,3,true,4,""
"Byron Center",MI,3,3,3,3,3,true,4,""
"Clinton Township",MI,3,3,3,3,3,true,4,""
"Escanaba",MI,3,3,3,3,3,true,4,""
"Farmington Hills",MI,3,3,3,3,3,true,4,""
"Greenville",MI,3,3,3,3,3,true,4,""
"Linden",MI,3,3,3,3,3,true,4,""
"Port Huron",MI,3,3,3,3,3,true,4,""
"Portage",MI,6,4,5,6,3,true,4,""
"South Haven",MI,4,3,4,4,3,true,4,""
"Spring Lake",MI,3,3,3,3,3,true,4,""
"West Bloomfield Township",MI,3,3,3,3,3,true,4,""
"Baxter",MN,3,3,3,3,3,true,4,""
"Bemidji",MN,3,3,3,3,3,true,4,""
"Brainerd",MN,3,3,3,3,3,true,4,""
"Cushing",MN,3,3,3,3,3,true,4,""
"Hastings",MN,3,3,3,3,3,true,4,""
"Melrose",MN,3,3,3,3,3,true,4,""
"Minnetonka",MN,3,3,3,3,3,true,4,""
"Morris",MN,3,3,3,3,3,true,4,""
"Red Wing",MN,3,3,3,3,3,true,4,""
"Savage",MN,4,3,4,4,3,true,4,""
"Shakopee",MN,3,3,3,3,3,true,4,""
"Stillwater",MN,4,3,4,4,3,true,4,""
"Creve Coeur",MO,3,3,3,3,3,true,4,""
"Lake St. Louis",MO,3,3,3,3,3,true,4,""
"Maryland Heights",MO,3,3,3,3,3,true,4,""
"Moberly",MO,3,3,3,3,3,true,4,""
"Olive Branch",MS,3,3,3,3,3,true,4,""
"Kalispell",MT,3,3,3,3,3,true,4,""
"Monroe",NC,3,3,3,3,3,true,4,""
"Morehead City",NC,4,3,4,4,3,true,4,""
"Warrenton",NC,3,3,3,3,3,true,4,""
"Wilkesboro",NC,3,3,3,3,3,true,4,""
"Minot",ND,3,3,3,3,3,true,4,""
"Grantham",NH,3,3,3,3,3,true,4,""
"Litchfield",NH,3,3,3,3,3,true,4,""
"Egg Harbor Township",NJ,3,3,3,3,3,true,4,""
"Fair Lawn",NJ,3,3,3,3,3,true,4,""
"Marlton",NJ,3,3,3,3,3,true,4,""
"Middletown",NJ,3,3,3,3,3,true,4,""
"Moorestown",NJ,3,3,3,3,3,true,4,""
"Ramsey",NJ,3,3,3,3,3,true,4,""
"Sicklerville",NJ,3,3,3,3,3,true,4,""
"West Milford",NJ,3,3,3,3,3,true,4,""
"Amsterdam",NY,3,3,3,3,3,true,4,""
"Chatham",NY,3,3,3,3,3,true,4,""
"East Aurora",NY,3,3,3,3,3,true,4,""
"Hamburg",NY,3,3,3,3,3,true,4,""
"Huntington Station",NY,3,3,3,3,3,true,4,""
"Kenmore",NY,3,3,3,3,3,true,4,""
"Montauk",NY,3,3,3,3,3,true,4,""
"Nesconset",NY,3,3,3,3,3,true,4,""
"Port Washington",NY,3,3,3,3,3,true,4,""
"Scotia",NY,3,3,3,3,3,true,4,""
"Yonkers",NY,3,3,3,3,3,true,4,""
"Boardman",OH,3,3,3,3,3,true,4,""
"Lexington",OH,3,3,3,3,3,true,4,""
"Lorain",OH,4,4,3,4,3,true,4,""
"Louisville",OH,3,3,3,3,3,true,4,""
"Lyndhurst",OH,3,3,3,3,3,true,4,""
"Maumee",OH,3,3,3,3,3,true,4,""
"Newark",OH,3,3,3,3,3,true,4,""
"North Ridgeville",OH,3,3,3,3,3,true,4,""
"Piqua",OH,3,3,3,3,3,true,4,""
"Rossford",OH,3,3,3,3,3,true,4,""
"Sidney",OH,3,3,3,3,3,true,4,""
"Troy",OH,3,3,3,3,3,true,4,""
"Wadsworth",OH,3,3,3,3,3,true,4,""
"Wooster",OH,3,3,3,3,3,true,4,""
"Youngstown",OH,3,3,3,3,3,true,4,""
"Brookings",OR,3,3,3,3,3,true,4,""
"Eagle Point",OR,3,3,3,3,3,true,4,""
"Florence",OR,3,3,3,3,3,true,4,""
"Springfield",OR,4,3,4,4,3,true,4,""
"Bethel Park",PA,3,3,3,3,3,true,4,""
"Camp Hill",PA,3,3,3,3,3,true,4,""
"Cranberry Township",PA,3,3,3,3,3,true,4,""
"Hanover",PA,3,3,3,3,3,true,4,""
"Jersey Shore",PA,3,3,3,3,3,true,4,""
"Kittanning",PA,3,3,3,3,3,true,4,""
"Meadville",PA,3,3,3,3,3,true,4,""
"Phoenixville",PA,4,3,4,4,3,true,4,""
"Pottstown",PA,3,3,3,3,3,true,4,""
"Springfield",PA,3,3,3,3,3,true,4,""
"Warren",PA,3,3,3,3,3,true,4,""
"Clover",SC,3,3,3,3,3,true,4,""
"Hanahan",SC,3,3,3,3,3,true,4,""
"Lancaster",SC,3,3,3,3,3,true,4,""
"Hot Springs",SD,3,3,3,3,3,true,4,""
"Madison",SD,3,3,3,3,3,true,4,""
"Arlington",TN,3,3,3,3,3,true,4,""
"Morristown",TN,5,5,3,5,3,true,4,""
"Alamo",TX,3,3,3,3,3,true,4,""
"Allen",TX,6,6,3,6,3,true,4,""
"Benbrook",TX,3,3,3,3,3,true,4,""
"Brenham",TX,3,3,3,3,3,true,4,""
"Cedar Park",TX,5,5,3,5,3,true,4,""
"Hurst",TX,3,3,3,3,3,true,4,""
"Lufkin",TX,3,3,3,3,3,true,4,""
"North Richland Hills",TX,3,3,3,3,3,true,4,""
"Pflugerville",TX,4,4,3,4,3,true,4,""
"San Marcos",TX,3,3,3,3,3,true,4,""
"Victoria",TX,3,3,3,3,3,true,4,""
"South Jordan",UT,4,4,3,4,3,true,4,""
"Woods Cross",UT,3,3,3,3,3,true,4,""
"Ashburn",VA,4,4,3,4,3,true,4,""
"Crozet",VA,3,3,3,3,3,true,4,""
"Gloucester",VA,3,3,3,3,3,true,4,""
"Herndon",VA,3,3,3,3,3,true,4,""
"Midlothian",VA,6,6,3,6,3,true,4,""
"Pulaski",VA,4,3,4,4,3,true,4,""
"Purcellville",VA,4,3,4,4,3,true,4,""
"Stafford",VA,3,3,3,3,3,true,4,""
"Staunton",VA,3,3,3,3,3,true,4,""
"Waynesboro",VA,3,3,3,3,3,true,4,""
"Newport",VT,3,3,3,3,3,true,4,""
"Eastsound",WA,3,3,3,3,3,true,4,""
"Friday Harbor",WA,4,4,3,4,3,true,4,""
"Lakewood",WA,3,3,3,3,3,true,4,""
"Poulsbo",WA,7,7,3,7,3,true,4,""
"Sammamish",WA,5,5,3,5,3,true,4,""
"SeaTac",WA,3,3,3,3,3,true,4,""
"Silverdale",WA,5,5,3,5,3,true,4,""
"Beloit",WI,3,3,3,3,3,true,4,""
"Chippewa Falls",WI,4,3,4,4,3,true,4,""
"Glendale",WI,3,3,3,3,3,true,4,""
"Greenville",WI,3,3,3,3,3,true,4,""
"Hayward",WI,5,5,3,5,3,true,4,""
"Jackson",WI,3,3,3,3,3,true,4,""
"Janesville",WI,3,3,3,3,3,true,4,""
"Manitowoc",WI,3,3,3,3,3,true,4,""
"New Berlin",WI,3,3,3,3,3,true,4,""
"Rhinelander",WI,3,3,3,3,3,true,4,""
"Westfield",WI,3,3,3,3,3,true,4,""
"Windsor",WI,3,3,3,3,3,true,4,""
"Casper",WY,5,5,3,5,3,true,4,""
"Craig",AK,2,2,2,2,2,false,0,""
"Eagle River",AK,2,2,2,2,2,false,0,""
"Metlakatla",AK,2,2,2,2,2,false,0,""
"Sitka",AK,3,2,3,3,2,false,0,""
"Valdez",AK,2,2,2,2,2,false,0,""
"Willow",AK,2,2,2,2,2,false,0,""
"Arab",AL,2,2,2,2,2,false,0,""
"Centre",AL,2,2,2,2,2,false,0,""
"Daphne",AL,2,2,2,2,2,false,0,""
"Hazel Green",AL,2,2,2,2,2,false,0,""
"Hoover",AL,2,2,2,2,2,false,0,""
"Millbrook",AL,2,2,2,2,2,false,0,""
"Montgomery",AL,2,2,2,2,2,false,0,""
"Moulton",AL,2,2,2,2,2,false,0,""
"Muscle Shoals",AL,2,2,2,2,2,false,0,""
"Ozark",AL,2,2,2,2,2,false,0,""
"Pell City",AL,2,2,2,2,2,false,0,""
"Prattville",AL,2,2,2,2,2,false,0,""
"Rainbow City",AL,2,2,2,2,2,false,0,""
"Red Bay",AL,2,2,2,2,2,false,0,""
"Scottsboro",AL,2,2,2,2,2,false,0,""
"Vestavia Hills",AL,2,2,2,2,2,false,0,""
"Alma",AR,2,2,2,2,2,false,0,""
"Bella Vista",AR,2,2,2,2,2,false,0,""
"Fort Smith",AR,2,2,2,2,2,false,0,""
"Hot Springs",AR,3,2,3,3,2,false,0,""
"Magnolia",AR,3,2,3,3,2,false,0,""
"Mountain Home",AR,2,2,2,2,2,false,0,""
"North Little Rock",AR,2,2,2,2,2,false,0,""
"Plainview",AR,2,2,2,2,2,false,0,""
"Russellville",AR,3,2,3,3,2,false,0,""
"Searcy",AR,2,2,2,2,2,false,0,""
"Sherwood",AR,2,2,2,2,2,false,0,""
"Bisbee",AZ,2,2,2,2,2,false,0,""
"Buckeye",AZ,3,3,2,3,2,false,0,""
"Dewey",AZ,2,2,2,2,2,false,0,""
"Eloy",AZ,2,2,2,2,2,false,0,""
"Overgaard",AZ,2,2,2,2,2,false,0,""
"Prescott Valley",AZ,2,2,2,2,2,false,0,""
"San Tan Valley",AZ,2,2,2,2,2,false,0,""
"Sierra Vista",AZ,2,2,2,2,2,false,0,""
"Sun City West",AZ,2,2,2,2,2,false,0,""
"Sun City",AZ,2,2,2,2,2,false,0,""
"Vail",AZ,2,2,2,2,2,false,0,""
"Wellton",AZ,2,2,2,2,2,false,0,""
"Wickenburg",AZ,2,2,2,2,2,false,0,""
"Williams",AZ,2,2,2,2,2,false,0,""
"Aguanga",CA,2,2,2,2,2,false,0,""
"Alamo",CA,2,2,2,2,2,false,0,""
"Arcadia",CA,2,2,2,2,2,false,0,""
"Arnold",CA,2,2,2,2,2,false,0,""
"Arroyo Grande",CA,2,2,2,2,2,false,0,""
"Beverly Hills",CA,2,2,2,2,2,false,0,""
"Big Bear City",CA,2,2,2,2,2,false,0,""
"Cameron Park",CA,2,2,2,2,2,false,0,""
"Canyon Lake",CA,2,2,2,2,2,false,0,""
"Carson",CA,2,2,2,2,2,false,0,""
"Castro Valley",CA,3,2,3,3,2,false,0,""
"Chino Hills",CA,2,2,2,2,2,false,0,""
"Cloverdale",CA,2,2,2,2,2,false,0,""
"Clovis",CA,2,2,2,2,2,false,0,""
"Concord",CA,3,3,2,3,2,false,0,""
"Covina",CA,2,2,2,2,2,false,0,""
"Crescent City",CA,2,2,2,2,2,false,0,""
"Cupertino",CA,2,2,2,2,2,false,0,""
"Cypress",CA,2,2,2,2,2,false,0,""
"Daly City",CA,2,2,2,2,2,false,0,""
"Dana Point",CA,3,3,2,3,2,false,0,""
"Eastvale",CA,2,2,2,2,2,false,0,""
"Etna",CA,2,2,2,2,2,false,0,""
"Eureka",CA,2,2,2,2,2,false,0,""
"Fontana",CA,2,2,2,2,2,false,0,""
"Fortuna",CA,2,2,2,2,2,false,0,""
"Gilroy",CA,2,2,2,2,2,false,0,""
"Glendale",CA,2,2,2,2,2,false,0,""
"Glendora",CA,3,3,2,3,2,false,0,""
"Gold River",CA,2,2,2,2,2,false,0,""
"Groveland",CA,2,2,2,2,2,false,0,""
"Half Moon Bay",CA,2,2,2,2,2,false,0,""
"Hanford",CA,2,2,2,2,2,false,0,""
"Hesperia",CA,2,2,2,2,2,false,0,""
"Kingsburg",CA,2,2,2,2,2,false,0,""
"La Habra",CA,2,2,2,2,2,false,0,""
"La Mirada",CA,2,2,2,2,2,false,0,""
"La Puente",CA,2,2,2,2,2,false,0,""
"Laguna Beach",CA,2,2,2,2,2,false,0,""
"Laguna Woods",CA,2,2,2,2,2,false,0,""
"Lake Isabella",CA,2,2,2,2,2,false,0,""
"Lakewood",CA,2,2,2,2,2,false,0,""
"Lewiston",CA,2,2,2,2,2,false,0,""
"Lodi",CA,3,2,3,3,2,false,0,""
"Los Osos",CA,2,2,2,2,2,false,0,""
"Marina Del Rey",CA,2,2,2,2,2,false,0,""
"Marina",CA,2,2,2,2,2,false,0,""
"McArthur",CA,2,2,2,2,2,false,0,""
"Mission Viejo",CA,3,3,2,3,2,false,0,""
"Montague",CA,2,2,2,2,2,false,0,""
"Monterey Park",CA,2,2,2,2,2,false,0,""
"Moorpark",CA,3,2,3,3,2,false,0,""
"Morgan Hill",CA,3,2,3,3,2,false,0,""
"Mountain View",CA,2,2,2,2,2,false,0,""
"Mt. Shasta",CA,2,2,2,2,2,false,0,""
"Newport Beach",CA,4,4,2,4,2,false,0,""
"Newport Coast",CA,2,2,2,2,2,false,0,""
"Olympic Valley",CA,2,2,2,2,2,false,0,""
"Ontario",CA,2,2,2,2,2,false,0,""
"Orange",CA,4,4,2,4,2,false,0,""
