slug,city,state,postal_code,derived_county,method,confidence,share,reason
"jefferson-park","Delano",CA,93215,"Tulare",zip_nearest_county_centroid,0.6,0.4054,"ZCTA spans 2 counties; nearest county centroid is 66 km away, next is 66 km (margin 0 km) — OVERRODE the larger-by-land-area candidate"
"cornell-park","Discovery Bay",CA,94505,"San Joaquin",zip_nearest_county_centroid,0.6,0.0011,"ZCTA spans 3 counties; nearest county centroid is 29 km away, next is 31 km (margin 2 km) — OVERRODE the larger-by-land-area candidate"
"discovery-bay-community-center-pickleball-courts","Discovery Bay",CA,94505,"San Joaquin",zip_nearest_county_centroid,0.6,0.0011,"ZCTA spans 3 counties; nearest county centroid is 28 km away, next is 31 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"discovery-bay-public-courts","Discovery Bay",CA,94505,"San Joaquin",zip_nearest_county_centroid,0.6,0.0011,"ZCTA spans 3 counties; nearest county centroid is 28 km away, next is 31 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"dixon-hall-park","Dixon",CA,95620,"Solano",zip_nearest_county_centroid,0.6,0.7585,"ZCTA spans 2 counties; nearest county centroid is 22 km away, next is 27 km (margin 5 km)"
"eastvale-community-center","Eastvale",CA,92880,"Riverside",zip_nearest_county_centroid,0.78,0.927,"ZCTA spans 2 counties; nearest county centroid is 147 km away, next is 160 km (margin 13 km)"
"james-c-huber-park","Eastvale",CA,92880,"Riverside",zip_nearest_county_centroid,0.78,0.927,"ZCTA spans 2 counties; nearest county centroid is 147 km away, next is 160 km (margin 13 km)"
"el-macero-country-club","El Macero",CA,95618,"Yolo",zip_nearest_county_centroid,0.78,0.7731,"ZCTA spans 2 counties; nearest county centroid is 24 km away, next is 38 km (margin 14 km)"
"the-smashing-pickle","Elk Grove",CA,,"",none,0,,"no postal_code"
"the-picklr-fairfield-fairfield","Fairfield",CA,,"",none,0,,"no postal_code"
"vinland-park","Fresno",CA,93745,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"galt-community-park","Galt",CA,95632,"Sacramento",zip_nearest_county_centroid,0.78,0.6943,"ZCTA spans 2 counties; nearest county centroid is 22 km away, next is 36 km (margin 14 km)"
"vierra-park","Gridley",CA,95948,"Butte",zip_nearest_county_centroid,0.6,0.9979,"ZCTA spans 2 counties; nearest county centroid is 34 km away, next is 36 km (margin 2 km)"
"pine-mountain-lake","Groveland",CA,95321,"Tuolumne",zip_nearest_county_centroid,0.78,0.9802,"ZCTA spans 2 counties; nearest county centroid is 32 km away, next is 42 km (margin 9 km)"
"pmla-pickelball-center","Groveland",CA,95321,"Tuolumne",zip_nearest_county_centroid,0.78,0.9802,"ZCTA spans 2 counties; nearest county centroid is 32 km away, next is 42 km (margin 9 km)"
"spindler-park-pickleball-courts","Highland",CA,,"",none,0,,"no postal_code"
"dunne-park","Hollister",CA,95023,"San Benito",zip_nearest_county_centroid,0.78,0.6352,"ZCTA spans 2 counties; nearest county centroid is 39 km away, next is 48 km (margin 10 km)"
"ridgemark-tennis-club","Hollister",CA,95023,"San Benito",zip_nearest_county_centroid,0.78,0.6352,"ZCTA spans 2 counties; nearest county centroid is 39 km away, next is 48 km (margin 10 km)"
"howard-park","Ione",CA,95640,"Amador",zip_nearest_county_centroid,0.78,0.9967,"ZCTA spans 2 counties; nearest county centroid is 26 km away, next is 37 km (margin 11 km)"
"oc-pickleheads-club","Irvine",CA,,"",none,0,,"no postal_code"
"portola-springs","Irvine",CA,92816,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"rci-pickleball-racquet-club-of-irvine","Irvine",CA,92714,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"amador-pickleball-club","Jackson",CA,,"",none,0,,"no postal_code"
"riverside-park-9658","Kernville",CA,93238,"Kern",zip_nearest_county_centroid,0.78,0.3355,"ZCTA spans 2 counties; nearest county centroid is 51 km away, next is 63 km (margin 13 km) — OVERRODE the larger-by-land-area candidate"
"ipickle-la-habra","La Habra",CA,90631,"Orange",zip_nearest_county_centroid,0.78,0.543,"ZCTA spans 2 counties; nearest county centroid is 32 km away, next is 41 km (margin 9 km)"
"la-habra-tennis-center","La Habra",CA,90631,"Orange",zip_nearest_county_centroid,0.78,0.543,"ZCTA spans 2 counties; nearest county centroid is 32 km away, next is 41 km (margin 9 km)"
"la-jolla-beach-tennis-club","La Jolla",CA,,"",none,0,,"no postal_code"
"city-of-la-mirada","La Mirada",CA,90638,"Orange",zip_nearest_county_centroid,0.6,0.0092,"ZCTA spans 2 counties; nearest county centroid is 33 km away, next is 40 km (margin 6 km) — OVERRODE the larger-by-land-area candidate"
"la-mirada-community-regional-park","La Mirada",CA,90637,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"rancho-la-quinta","La Quinta",CA,92263,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"badminton-center-court-bcc-sports-center","Lakewood",CA,90711,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"livermore-downs-park","Livermore",CA,94551,"Alameda",zip_nearest_county_centroid,0.78,0.6302,"ZCTA spans 2 counties; nearest county centroid is 13 km away, next is 29 km (margin 17 km)"
"pickleball-kingdom-livermore-livermore","Livermore",CA,,"",none,0,,"no postal_code"
"robert-livermore-community-center-lard","Livermore",CA,94450,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"citrus-trails-community-park","Loma Linda",CA,92373,"Riverside",zip_nearest_county_centroid,0.78,0.4169,"ZCTA spans 2 counties; nearest county centroid is 122 km away, next is 133 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"ballers-dtla-los-angeles","Los Angeles",CA,,"",none,0,,"no postal_code"
"hermon-park-pickleball-courts-los-angeles-ca","Los Angeles",CA,,"",none,0,,"no postal_code"
"los-banos-ag-sports-complex-pickleball-courts-los-banos","Los Banos",CA,,"",none,0,,"no postal_code"
"skuce-pavilion-inter-mountain-fair-and-events-center","McArthur",CA,96056,"Shasta",zip_nearest_county_centroid,0.78,0.3285,"ZCTA spans 3 counties; nearest county centroid is 62 km away, next is 75 km (margin 13 km) — OVERRODE the larger-by-land-area candidate"
"fall-river-high-school","McArthur",CA,96056,"Shasta",zip_nearest_county_centroid,0.78,0.3285,"ZCTA spans 3 counties; nearest county centroid is 62 km away, next is 75 km (margin 13 km) — OVERRODE the larger-by-land-area candidate"
"the-picklr-milpitas","Milpitas",CA,,"",none,0,,"no postal_code"
"newhall","Newhall",CA,86321,"Yavapai",zip_single_county,0,1,"derived county is in AZ but the row says CA - ZIP or state is wrong"
"fish-park-oakdale","Oakdale",CA,95361,"Stanislaus",zip_nearest_county_centroid,0.78,0.9771,"ZCTA spans 2 counties; nearest county centroid is 27 km away, next is 42 km (margin 15 km)"
"gilbert-park-oakdale","Oakdale",CA,95361,"Stanislaus",zip_nearest_county_centroid,0.78,0.9771,"ZCTA spans 2 counties; nearest county centroid is 27 km away, next is 42 km (margin 15 km)"
"greger-sports-park-oakdale","Oakdale",CA,95361,"Stanislaus",zip_nearest_county_centroid,0.78,0.9771,"ZCTA spans 2 counties; nearest county centroid is 27 km away, next is 42 km (margin 15 km)"
"oakdale-golf-and-country-club","Oakdale",CA,95361,"Stanislaus",zip_nearest_county_centroid,0.78,0.9771,"ZCTA spans 2 counties; nearest county centroid is 27 km away, next is 42 km (margin 15 km)"
"bushrod-park","Oakland",CA,94611,"Contra Costa",zip_nearest_county_centroid,0.78,0.0504,"ZCTA spans 2 counties; nearest county centroid is 29 km away, next is 38 km (margin 9 km) — OVERRODE the larger-by-land-area candidate"
"hampton-courts-10283","Oakland",CA,94611,"Contra Costa",zip_nearest_county_centroid,0.6,0.0504,"ZCTA spans 2 counties; nearest county centroid is 26 km away, next is 33 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"montclair-park","Oakland",CA,94611,"Contra Costa",zip_nearest_county_centroid,0.78,0.0504,"ZCTA spans 2 counties; nearest county centroid is 25 km away, next is 33 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"the-flying-pickle-east-bay","Oakland",CA,,"",none,0,,"no postal_code"
"soule-county-park","Ojai",CA,93024,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"hart-park-pickleball-courts","Orange",CA,,"",none,0,,"no postal_code"
"hart-park-pickleball-courts-orange","Orange",CA,,"",none,0,,"no postal_code"
"orland-recreation-center","Orland",CA,95963,"Glenn",zip_nearest_county_centroid,0.78,0.885,"ZCTA spans 2 counties; nearest county centroid is 24 km away, next is 42 km (margin 18 km)"
"vinsonhaler-park","Orland",CA,95963,"Glenn",zip_nearest_county_centroid,0.78,0.885,"ZCTA spans 2 counties; nearest county centroid is 24 km away, next is 42 km (margin 18 km)"
"bedrock-park-tennis-courts","Oroville",CA,95966,"Butte",zip_nearest_county_centroid,0.78,0.968,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 33 km (margin 15 km)"
"chaparral-country-club-622","Palm Desert",CA,,"",none,0,,"no postal_code"
"paradise-adventist-academy","Paradise",CA,95967,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"paradise-junior-high-school","Paradise",CA,95967,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"beach-courts","Piedmont",CA,94611,"Contra Costa",zip_nearest_county_centroid,0.6,0.0504,"ZCTA spans 2 counties; nearest county centroid is 28 km away, next is 35 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"hampton-courts","Piedmont",CA,94611,"Contra Costa",zip_nearest_county_centroid,0.6,0.0504,"ZCTA spans 2 counties; nearest county centroid is 26 km away, next is 33 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"linda-beach-pickleball-courts","Piedmont",CA,94611,"Contra Costa",zip_nearest_county_centroid,0.6,0.0504,"ZCTA spans 2 counties; nearest county centroid is 28 km away, next is 35 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"piedmont-middle-school","Piedmont",CA,94620,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"piedmont-middle-school-pickleball-courts","Piedmont",CA,94611,"Contra Costa",zip_nearest_county_centroid,0.6,0.0504,"ZCTA spans 2 counties; nearest county centroid is 27 km away, next is 34 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"ventana-sports-court-pismo-beach-ca","Pismo Beach",CA,,"",none,0,,"no postal_code"
"stonehouse-park-rancho-murieta-ca","Rancho Murieta",CA,98583,"Grays Harbor",zip_single_county,0,1,"derived county is in WA but the row says CA - ZIP or state is wrong"
"redlands-family-ymca","Redlands",CA,92373,"Riverside",zip_nearest_county_centroid,0.78,0.4169,"ZCTA spans 2 counties; nearest county centroid is 114 km away, next is 128 km (margin 13 km) — OVERRODE the larger-by-land-area candidate"
"trilogy-rio-vista","Rio Vista",CA,94571,"Solano",zip_nearest_county_centroid,0.78,0.8192,"ZCTA spans 2 counties; nearest county centroid is 25 km away, next is 45 km (margin 20 km)"
"sunset-whitney-recreation-area-pickleball-courts","Rocklin",CA,,"",none,0,,"no postal_code"
"doubletree-by-hilton-sonoma-wine-country","Rohnert Park",CA,94926,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"sunrise-park-rohnert-park-ca","Rohnert Park",CA,94926,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"pickleball-kingdom-roseville","Roseville",CA,,"",none,0,,"no postal_code"
"the-flying-pickle-roseville","Roseville",CA,,"",none,0,,"no postal_code"
"villasport","Roseville",CA,95678,"Sacramento",zip_nearest_county_centroid,0.78,0.0005,"ZCTA spans 2 counties; nearest county centroid is 37 km away, next is 57 km (margin 20 km) — OVERRODE the larger-by-land-area candidate"
"villasport-athletic-club-and-spa","Roseville",CA,95678,"Sacramento",zip_nearest_county_centroid,0.78,0.0005,"ZCTA spans 2 counties; nearest county centroid is 37 km away, next is 57 km (margin 20 km) — OVERRODE the larger-by-land-area candidate"
"san-carlos-youth-center","San Carlos",CA,,"",none,0,,"no postal_code"
"scripps-ranch-community-park","San Diego",CA,,"",none,0,,"no postal_code"
"millberry-recreation-and-fitness-center-at-ucsf-parnassus","San Francisco",CA,94143,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"states-street-playground","San Francisco",CA,94154,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"club-volo-san-jose","San Jose",CA,,"",none,0,,"no postal_code"
"the-flying-pickle-silicon-valley","San Jose",CA,,"",none,0,,"no postal_code"
"the-hangar-pickleball-club","San Luis Obispo",CA,,"",none,0,,"no postal_code"
"flyte-racquet-club","San Rafael",CA,,"",none,0,,"no postal_code"
"atkinson","Santa  Maria",CA,93454,"San Luis Obispo",zip_nearest_county_centroid,0.78,0.2792,"ZCTA spans 2 counties; nearest county centroid is 48 km away, next is 59 km (margin 10 km) — OVERRODE the larger-by-land-area candidate"
"ocsa","Santa Ana",CA,92702,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"boys-girls-clubs-of-mid-central-coast","Santa Maria",CA,93458,"San Luis Obispo",zip_nearest_county_centroid,0.78,0.0015,"ZCTA spans 2 counties; nearest county centroid is 48 km away, next is 59 km (margin 10 km) — OVERRODE the larger-by-land-area candidate"
"leisure-world-pickleball-courts","Seal Beach",CA,90740,"Orange",zip_nearest_county_centroid,0.78,0.9987,"ZCTA spans 2 counties; nearest county centroid is 31 km away, next is 51 km (margin 20 km)"
"shelter-cove","Shelter Cove",CA,95589,"Humboldt",zip_nearest_county_centroid,0.78,0.786,"ZCTA spans 2 counties; nearest county centroid is 75 km away, next is 85 km (margin 10 km)"
"pickle-n-play-arena-simi-valley","Simi Valley",CA,,"",none,0,,"no postal_code"
"rancho-tapo-community-park-simi-valley","Simi Valley",CA,,"",none,0,,"no postal_code"
"terrabay-gymnasium-rec-center","South San Francisco",CA,,"",none,0,,"no postal_code"
"altair-park-pickleball-courts-temecula","Temecula",CA,,"",none,0,,"no postal_code"
"templeton-tennis-ranch","Templeton",CA,93466,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"pickleball-athletic-club-thousand-oaks","Thousand Oaks",CA,,"",none,0,,"no postal_code"
"sherwood-country-club","Thousand Oaks",CA,91358,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"south-end-racquet-health-club-torrance-ca","Torrance",CA,,"",none,0,,"no postal_code"
"sur-la-brea-park","Torrance",CA,90510,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"daniel-ray-schack-park","Tracy",CA,95377,"San Joaquin",zip_nearest_county_centroid,0.6,0.8933,"ZCTA spans 2 counties; nearest county centroid is 35 km away, next is 39 km (margin 4 km)"
"hidden-lake-hoa-members-only","Tracy",CA,95304,"San Joaquin",zip_nearest_county_centroid,0.78,0.9997,"ZCTA spans 2 counties; nearest county centroid is 27 km away, next is 40 km (margin 13 km)"
"western-park","Tracy",CA,95377,"San Joaquin",zip_nearest_county_centroid,0.78,0.8933,"ZCTA spans 2 counties; nearest county centroid is 25 km away, next is 44 km (margin 19 km)"
"northstar-california","Truckee",CA,96161,"Nevada",zip_nearest_county_centroid,0.6,0.6962,"ZCTA spans 2 counties; nearest county centroid is 56 km away, next is 57 km (margin 1 km)"
"schaffer-s-mill-golf-club","Truckee",CA,96161,"Nevada",zip_nearest_county_centroid,0.6,0.6962,"ZCTA spans 2 counties; nearest county centroid is 52 km away, next is 55 km (margin 3 km)"
"steve-randall-community-rec-center","Truckee",CA,96161,"Nevada",zip_nearest_county_centroid,0.6,0.6962,"ZCTA spans 2 counties; nearest county centroid is 52 km away, next is 57 km (margin 5 km)"
"tahoe-donner","Truckee",CA,96161,"Nevada",zip_nearest_county_centroid,0.6,0.6962,"ZCTA spans 2 counties; nearest county centroid is 48 km away, next is 54 km (margin 6 km)"
"tahoe-donner-tennis-pickleball-center","Truckee",CA,96161,"Nevada",zip_nearest_county_centroid,0.6,0.6962,"ZCTA spans 2 counties; nearest county centroid is 48 km away, next is 54 km (margin 6 km)"
"truckee-recreation-center","Truckee",CA,96161,"Nevada",zip_nearest_county_centroid,0.6,0.6962,"ZCTA spans 2 counties; nearest county centroid is 52 km away, next is 57 km (margin 5 km)"
"truckee-river-regional-park","Truckee",CA,96161,"Nevada",zip_nearest_county_centroid,0.6,0.6962,"ZCTA spans 2 counties; nearest county centroid is 51 km away, next is 56 km (margin 4 km)"
"west-end-beach","Truckee",CA,96161,"Nevada",zip_nearest_county_centroid,0.6,0.6962,"ZCTA spans 2 counties; nearest county centroid is 41 km away, next is 47 km (margin 6 km)"
"columbia-park","Turlock",CA,95380,"Stanislaus",zip_nearest_county_centroid,0.78,0.7533,"ZCTA spans 2 counties; nearest county centroid is 16 km away, next is 35 km (margin 19 km)"
"crane-park","Turlock",CA,95380,"Stanislaus",zip_nearest_county_centroid,0.78,0.7533,"ZCTA spans 2 counties; nearest county centroid is 16 km away, next is 35 km (margin 19 km)"
"7th-street-park-pickleball-courts","USA",CA,92399,"San Bernardino",zip_nearest_county_centroid,0.78,0.9902,"ZCTA spans 2 counties; nearest county centroid is 289 km away, next is 306 km (margin 17 km)"
"glen-cove-park","Vallejo",CA,94591,"Solano",zip_nearest_county_centroid,0.78,0.9698,"ZCTA spans 2 counties; nearest county centroid is 33 km away, next is 45 km (margin 12 km)"
